short_name,overall,DifferenceFromMin,DifferenceFromMax,AverageOverall,RatingCategory
B. Cuesta,74,27,17,66.006,Average Rated
E. Bardhi,74,27,17,66.006,Average Rated
N. Tella,74,27,17,66.006,Average Rated
K. Zachariassen,74,27,17,66.006,Average Rated
M. Friedl,74,27,17,66.006,Average Rated
N. Bajrami,74,27,17,66.006,Average Rated
N. Barrios,74,27,17,66.006,Average Rated
A. Guðmundsson,74,27,17,66.006,Average Rated
Na Sang Ho,74,27,17,66.006,Average Rated
Guridi,74,27,17,66.006,Average Rated
J. Campaz,74,27,17,66.006,Average Rated
M. Pongračić,74,27,17,66.006,Average Rated
D. Zagadou,74,27,17,66.006,Average Rated
J. Savarino,74,27,17,66.006,Average Rated
R. Vargas,74,27,17,66.006,Average Rated
H. Wright,74,27,17,66.006,Average Rated
N. Cozza,74,27,17,66.006,Average Rated
M. Bakker,74,27,17,66.006,Average Rated
Z. Flemming,74,27,17,66.006,Average Rated
A. Gravillon,74,27,17,66.006,Average Rated
G. Nyamsi,74,27,17,66.006,Average Rated
M. Okugawa,74,27,17,66.006,Average Rated
S. Żurkowski,74,27,17,66.006,Average Rated
J. Angulo,74,27,17,66.006,Average Rated
J. Moder,74,27,17,66.006,Average Rated
G. Giakoumakis,74,27,17,66.006,Average Rated
Danilo,74,27,17,66.006,Average Rated
R. Kouamé,74,27,17,66.006,Average Rated
E. Rexhbeçaj,74,27,17,66.006,Average Rated
Calero,74,27,17,66.006,Average Rated
Brenner,74,27,17,66.006,Average Rated
J. Beste,74,27,17,66.006,Average Rated
Ander Guevara,74,27,17,66.006,Average Rated
L. Morales,74,27,17,66.006,Average Rated
L. Reis,74,27,17,66.006,Average Rated
T. Chancalay,74,27,17,66.006,Average Rated
A. Obispo,74,27,17,66.006,Average Rated
C. Bassey,74,27,17,66.006,Average Rated
M. Jenz,74,27,17,66.006,Average Rated
T. Weah,74,27,17,66.006,Average Rated
D. Martínez,74,27,17,66.006,Average Rated
P. Pfeiffer,74,27,17,66.006,Average Rated
Y. Bisseck,74,27,17,66.006,Average Rated
S. Bguir,74,27,17,66.006,Average Rated
Sergio Gómez,74,27,17,66.006,Average Rated
M. Bayo,74,27,17,66.006,Average Rated
B. Johnson,74,27,17,66.006,Average Rated
A. Sambi Lokonga,74,27,17,66.006,Average Rated
F. Gattoni,74,27,17,66.006,Average Rated
Monchu,74,27,17,66.006,Average Rated
Chris Ramos,74,27,17,66.006,Average Rated
Neto Borges,74,27,17,66.006,Average Rated
M. McKenzie,74,27,17,66.006,Average Rated
P. Jaeckel,74,27,17,66.006,Average Rated
L. Maina,74,27,17,66.006,Average Rated
Klauss,74,27,17,66.006,Average Rated
L. Masopust,74,27,17,66.006,Average Rated
Hugo Duro,74,27,17,66.006,Average Rated
N. Williams,74,27,17,66.006,Average Rated
J. Scally,74,27,17,66.006,Average Rated
L. Pellegrini,74,27,17,66.006,Average Rated
M. Pedersen,74,27,17,66.006,Average Rated
R. Giles,74,27,17,66.006,Average Rated
D. Spence,74,27,17,66.006,Average Rated
Iñigo Vicente,74,27,17,66.006,Average Rated
J. Burkardt,74,27,17,66.006,Average Rated
N. Moro,74,27,17,66.006,Average Rated
M. Erlić,74,27,17,66.006,Average Rated
K. Behrens,74,27,17,66.006,Average Rated
P. Bucha,74,27,17,66.006,Average Rated
P. Musa,74,27,17,66.006,Average Rated
Y. Benrahou,74,27,17,66.006,Average Rated
D. Popov,74,27,17,66.006,Average Rated
Stoichkov,74,27,17,66.006,Average Rated
M. Sadílek,74,27,17,66.006,Average Rated
T. Bašić,74,27,17,66.006,Average Rated
M. Talbi,74,27,17,66.006,Average Rated
P. Beruatto,74,27,17,66.006,Average Rated
Víctor Gómez,74,27,17,66.006,Average Rated
H. Tombakti,74,27,17,66.006,Average Rated
Silas,74,27,17,66.006,Average Rated
C. Huerta,74,27,17,66.006,Average Rated
D. Maeda,74,27,17,66.006,Average Rated
S. Abdulhamid,74,27,17,66.006,Average Rated
A. Bareiro,74,27,17,66.006,Average Rated
L. Traoré,74,27,17,66.006,Average Rated
Aihen Muñoz,74,27,17,66.006,Average Rated
A. Pieper,74,27,17,66.006,Average Rated
Carlos Neva,74,27,17,66.006,Average Rated
N. Capaldo,74,27,17,66.006,Average Rated
R. Rojas,74,27,17,66.006,Average Rated
Iván Martín,74,27,17,66.006,Average Rated
J. Piroe,74,27,17,66.006,Average Rated
Unai Vencedor,74,27,17,66.006,Average Rated
B. Aaronson,74,27,17,66.006,Average Rated
A. Palavecino,74,27,17,66.006,Average Rated
A. Bella Kotchap,74,27,17,66.006,Average Rated
F. Panák,74,27,17,66.006,Average Rated
V. Boniface,74,27,17,66.006,Average Rated
I. Maatsen,74,27,17,66.006,Average Rated
G. Isaksen,74,27,17,66.006,Average Rated
P. Ciss,74,27,17,66.006,Average Rated
C. Richards,74,27,17,66.006,Average Rated
Guga Rodrigues,74,27,17,66.006,Average Rated
R. Zalazar,74,27,17,66.006,Average Rated
T. Krauß,74,27,17,66.006,Average Rated
Q. Timber,74,27,17,66.006,Average Rated
Costinha,74,27,17,66.006,Average Rated
A. Colpani,74,27,17,66.006,Average Rated
Daniel Bragança,74,27,17,66.006,Average Rated
R. Yılmaz,74,27,17,66.006,Average Rated
Manu Sánchez,74,27,17,66.006,Average Rated
A. Rouault,74,27,17,66.006,Average Rated
J. Chotard,74,27,17,66.006,Average Rated
T. Harwood-Bellis,74,27,17,66.006,Average Rated
Nico Melamed,74,27,17,66.006,Average Rated
Y. Musah,74,27,17,66.006,Average Rated
R. Schunke,74,27,17,66.006,Average Rated
Raúl García,74,27,17,66.006,Average Rated
L. Provod,74,27,17,66.006,Average Rated
A. Diallo,74,27,17,66.006,Average Rated
M. Mohamed,74,27,17,66.006,Average Rated
M. Bard,74,27,17,66.006,Average Rated
G. Mikautadze,74,27,17,66.006,Average Rated
J. Martínez,74,27,17,66.006,Average Rated
Samú Costa,74,27,17,66.006,Average Rated
R. Sosa,74,27,17,66.006,Average Rated
J. Onana,74,27,17,66.006,Average Rated
K. Sulemana,74,27,17,66.006,Average Rated
W. Pacho,74,27,17,66.006,Average Rated
Fábio Carvalho,74,27,17,66.006,Average Rated
M. Tillman,74,27,17,66.006,Average Rated
E. Martel,74,27,17,66.006,Average Rated
Tiago Tomás,74,27,17,66.006,Average Rated
S. Diomandé,74,27,17,66.006,Average Rated
K. Fujimoto,74,27,17,66.006,Average Rated
Toti Gomes,74,27,17,66.006,Average Rated
L. Sučić,74,27,17,66.006,Average Rated
W. Gnonto,74,27,17,66.006,Average Rated
A. Cambiaso,74,27,17,66.006,Average Rated
David Costa,74,27,17,66.006,Average Rated
M. Batna,74,27,17,66.006,Average Rated
F. Rieder,74,27,17,66.006,Average Rated
Terrats,74,27,17,66.006,Average Rated
E. Ferguson,74,27,17,66.006,Average Rated
Mingueza,74,27,17,66.006,Average Rated
A. Zaroury,74,27,17,66.006,Average Rated
Francisco Conceição,74,27,17,66.006,Average Rated
I. Ndiaye,74,27,17,66.006,Average Rated
T. Douvikas,74,27,17,66.006,Average Rated
M. Eikrem,74,27,17,66.006,Average Rated
Bebé,74,27,17,66.006,Average Rated
V. Odjidja-Ofoe,74,27,17,66.006,Average Rated
M. Torrén,74,27,17,66.006,Average Rated
E. Vecchio,74,27,17,66.006,Average Rated
M. Gradel,74,27,17,66.006,Average Rated
Zanka,74,27,17,66.006,Average Rated
Fran Mérida,74,27,17,66.006,Average Rated
S. Terodde,74,27,17,66.006,Average Rated
C. Benteke,74,27,17,66.006,Average Rated
M. Coda,74,27,17,66.006,Average Rated
Ö. Toprak,74,27,17,66.006,Average Rated
O. Norwood,74,27,17,66.006,Average Rated
G. Kakuta,74,27,17,66.006,Average Rated
L. Fer,74,27,17,66.006,Average Rated
J. Ward,74,27,17,66.006,Average Rated
A. Ramsey,74,27,17,66.006,Average Rated
C. Zambrano,74,27,17,66.006,Average Rated
M. Isla,74,27,17,66.006,Average Rated
V. Wanyama,74,27,17,66.006,Average Rated
R. Jack,74,27,17,66.006,Average Rated
L. Cooper,74,27,17,66.006,Average Rated
Kiko Femenía,74,27,17,66.006,Average Rated
N. Clyne,74,27,17,66.006,Average Rated
T. Arslan,74,27,17,66.006,Average Rated
A. Smith,74,27,17,66.006,Average Rated
Kike García,74,27,17,66.006,Average Rated
Escudero,74,27,17,66.006,Average Rated
L. Cabrera,74,27,17,66.006,Average Rated
L. Rodríguez,74,27,17,66.006,Average Rated
M. Klich,74,27,17,66.006,Average Rated
M. Gonalons,74,27,17,66.006,Average Rated
J. Larsen,74,27,17,66.006,Average Rated
V. Le Goff,74,27,17,66.006,Average Rated
F. Đuričić,74,27,17,66.006,Average Rated
K. Musona,74,27,17,66.006,Average Rated
P. Jansson,74,27,17,66.006,Average Rated
Borja García,74,27,17,66.006,Average Rated
W. Khazri,74,27,17,66.006,Average Rated
M. Leckie,74,27,17,66.006,Average Rated
T. Cairney,74,27,17,66.006,Average Rated
Moisés,74,27,17,66.006,Average Rated
S. Verdi,74,27,17,66.006,Average Rated
J. Ayew,74,27,17,66.006,Average Rated
Samu Sáiz,74,27,17,66.006,Average Rated
S. Araujo,74,27,17,66.006,Average Rated
B. Stambouli,74,27,17,66.006,Average Rated
Germán,74,27,17,66.006,Average Rated
F. Midtsjø,74,27,17,66.006,Average Rated
N. Mendy,74,27,17,66.006,Average Rated
Sergio Álvarez,74,27,17,66.006,Average Rated
R. Barkley,74,27,17,66.006,Average Rated
L. Hejda,74,27,17,66.006,Average Rated
J. Zelený,74,27,17,66.006,Average Rated
B. Martins Indi,74,27,17,66.006,Average Rated
Sergi Gómez,74,27,17,66.006,Average Rated
André André,74,27,17,66.006,Average Rated
Josué,74,27,17,66.006,Average Rated
L. Caldirola,74,27,17,66.006,Average Rated
A. Christiansen,74,27,17,66.006,Average Rated
A. Maher,74,27,17,66.006,Average Rated
Yoon Bit Garam,74,27,17,66.006,Average Rated
R. Žulj,74,27,17,66.006,Average Rated
D. Nagbe,74,27,17,66.006,Average Rated
D. da Costa,74,27,17,66.006,Average Rated
J. Stephens,74,27,17,66.006,Average Rated
J. Vestergaard,74,27,17,66.006,Average Rated
D. Foulquier,74,27,17,66.006,Average Rated
V. Misidjan,74,27,17,66.006,Average Rated
J. Brabec,74,27,17,66.006,Average Rated
J. Jønsson,74,27,17,66.006,Average Rated
Luís Neto,74,27,17,66.006,Average Rated
S. Schwab,74,27,17,66.006,Average Rated
L. Melgarejo,74,27,17,66.006,Average Rated
J. Egan,74,27,17,66.006,Average Rated
M. Nastasić,74,27,17,66.006,Average Rated
R. Schoofs,74,27,17,66.006,Average Rated
S. Ristovski,74,27,17,66.006,Average Rated
C. Chambers,74,27,17,66.006,Average Rated
W. Hughes,74,27,17,66.006,Average Rated
C. Bacca,74,27,17,66.006,Average Rated
L. Veldwijk,74,27,17,66.006,Average Rated
D. Kourbelis,74,27,17,66.006,Average Rated
T. Foket,74,27,17,66.006,Average Rated
H. Magnússon,74,27,17,66.006,Average Rated
A. Duncan,74,27,17,66.006,Average Rated
Rubén Sobrino,74,27,17,66.006,Average Rated
S. Mitrović,74,27,17,66.006,Average Rated
E. Mena,74,27,17,66.006,Average Rated
J. Brenet,74,27,17,66.006,Average Rated
C. Burgess,74,27,17,66.006,Average Rated
R. Quioto,74,27,17,66.006,Average Rated
P. De Blasis,74,27,17,66.006,Average Rated
F. Ceccherini,74,27,17,66.006,Average Rated
T. Lockyer,74,27,17,66.006,Average Rated
J. Irvine,74,27,17,66.006,Average Rated
K. Linetty,74,27,17,66.006,Average Rated
J. Swift,74,27,17,66.006,Average Rated
N. Maupay,74,27,17,66.006,Average Rated
K. Akpoguma,74,27,17,66.006,Average Rated
Alex Muñoz,74,27,17,66.006,Average Rated
M. Meyer,74,27,17,66.006,Average Rated
R. Gagliardini,74,27,17,66.006,Average Rated
Hwang Ui Jo,74,27,17,66.006,Average Rated
R. Bazoer,74,27,17,66.006,Average Rated
Tiago Silva,74,27,17,66.006,Average Rated
W. Saïd,74,27,17,66.006,Average Rated
Tozé,74,27,17,66.006,Average Rated
Ó. Duarte,74,27,17,66.006,Average Rated
D. Amartey,74,27,17,66.006,Average Rated
N. Stark,74,27,17,66.006,Average Rated
Joo Min Kyu,74,27,17,66.006,Average Rated
A. Tameze,74,27,17,66.006,Average Rated
Puertas,74,27,17,66.006,Average Rated
M. Uhre,74,27,17,66.006,Average Rated
R. Christie,74,27,17,66.006,Average Rated
C. Cueva,74,27,17,66.006,Average Rated
C. Izquierdoz,74,27,17,66.006,Average Rated
L. Díaz,74,27,17,66.006,Average Rated
L. Miranda,74,27,17,66.006,Average Rated
M. Catalán,74,27,17,66.006,Average Rated
B. Alemán,74,27,17,66.006,Average Rated
L. López,74,27,17,66.006,Average Rated
I. Marcone,74,27,17,66.006,Average Rated
D. Benedetto,74,27,17,66.006,Average Rated
F. Zuqui,74,27,17,66.006,Average Rated
L. Janson,74,27,17,66.006,Average Rated
P. Zinckernagel,74,27,17,66.006,Average Rated
R. Skov,74,27,17,66.006,Average Rated
T. Jedvaj,74,27,17,66.006,Average Rated
L. Gil,74,27,17,66.006,Average Rated
A. Izzo,74,27,17,66.006,Average Rated
P. Mainka,74,27,17,66.006,Average Rated
L. Shankland,74,27,17,66.006,Average Rated
M. Tisserand,74,27,17,66.006,Average Rated
J. Cooper,74,27,17,66.006,Average Rated
M. Philipp,74,27,17,66.006,Average Rated
Akapo,74,27,17,66.006,Average Rated
L. Dubois,74,27,17,66.006,Average Rated
W. Hoedt,74,27,17,66.006,Average Rated
S. Uçan,74,27,17,66.006,Average Rated
M. Simon,74,27,17,66.006,Average Rated
J. De Sart,74,27,17,66.006,Average Rated
R. Carrera,74,27,17,66.006,Average Rated
G. Nkoudou,74,27,17,66.006,Average Rated
L. Waldschmidt,74,27,17,66.006,Average Rated
Zaldúa,74,27,17,66.006,Average Rated
J. Pohjanpalo,74,27,17,66.006,Average Rated
D. Brooks,74,27,17,66.006,Average Rated
Iza Carcelén,74,27,17,66.006,Average Rated
H. Kamara,74,27,17,66.006,Average Rated
S. Luperto,74,27,17,66.006,Average Rated
J. Bednarek,74,27,17,66.006,Average Rated
A. Čolak,74,27,17,66.006,Average Rated
C. Starfelt,74,27,17,66.006,Average Rated
S. Sydorchuk,74,27,17,66.006,Average Rated
J. Riedewald,74,27,17,66.006,Average Rated
A. Roa,74,27,17,66.006,Average Rated
R. Echeverría,74,27,17,66.006,Average Rated
L. Morgan,74,27,17,66.006,Average Rated
O. Duda,74,27,17,66.006,Average Rated
Unai López,74,27,17,66.006,Average Rated
H. Winks,74,27,17,66.006,Average Rated
A. Cubas,74,27,17,66.006,Average Rated
M. Thorsby,74,27,17,66.006,Average Rated
B. Schmitz,74,27,17,66.006,Average Rated
B. Manuel,74,27,17,66.006,Average Rated
M. Nakamba,74,27,17,66.006,Average Rated
A. Zedadka,74,27,17,66.006,Average Rated
Z. Kalmár,74,27,17,66.006,Average Rated
Samu,74,27,17,66.006,Average Rated
D. Toköz,74,27,17,66.006,Average Rated
A. Bouchalakis,74,27,17,66.006,Average Rated
T. Ebuehi,74,27,17,66.006,Average Rated
J. Kenny,74,27,17,66.006,Average Rated
L. Cook,74,27,17,66.006,Average Rated
K. Świderski,74,27,17,66.006,Average Rated
J. Larsson,74,27,17,66.006,Average Rated
Y. Gómez Andrade,74,27,17,66.006,Average Rated
J. Otero,74,27,17,66.006,Average Rated
J. Rodríguez,74,27,17,66.006,Average Rated
I. Ordets,74,27,17,66.006,Average Rated
Adrián Marín,74,27,17,66.006,Average Rated
M. Holgate,74,27,17,66.006,Average Rated
B. Whiteman,74,27,17,66.006,Average Rated
Vallejo,74,27,17,66.006,Average Rated
K. Narey,74,27,17,66.006,Average Rated
Lekue,74,27,17,66.006,Average Rated
G. Kerk,74,27,17,66.006,Average Rated
M. Bader,74,27,17,66.006,Average Rated
Murilo,74,27,17,66.006,Average Rated
R. Oxford,74,27,17,66.006,Average Rated
P. Stojanović,74,27,17,66.006,Average Rated
R. Manning,74,27,17,66.006,Average Rated
Akieme,74,27,17,66.006,Average Rated
J. Gorenc Stanković,74,27,17,66.006,Average Rated
C. Espinoza,74,27,17,66.006,Average Rated
O. Colley,74,27,17,66.006,Average Rated
T. Minamino,74,27,17,66.006,Average Rated
F. Fattori,74,27,17,66.006,Average Rated
Melero,74,27,17,66.006,Average Rated
M. Mittelstädt,74,27,17,66.006,Average Rated
B. Osayi-Samuel,74,27,17,66.006,Average Rated
A. Castro,74,27,17,66.006,Average Rated
M. Wanitzek,74,27,17,66.006,Average Rated
L. Godoy,74,27,17,66.006,Average Rated
Borja Mayoral,74,27,17,66.006,Average Rated
L. Görtler,74,27,17,66.006,Average Rated
B. Valdez,74,27,17,66.006,Average Rated
P. Hatzidiakos,74,27,17,66.006,Average Rated
J. Rodon,74,27,17,66.006,Average Rated
Toni Villa,74,27,17,66.006,Average Rated
T. Cardona,74,27,17,66.006,Average Rated
D. Mancini,74,27,17,66.006,Average Rated
T. Davies,74,27,17,66.006,Average Rated
L. Coulibaly,74,27,17,66.006,Average Rated
Vinicius Cardenha,74,27,17,66.006,Average Rated
Osvaldo Lodeiro,74,27,17,66.006,Average Rated
Mauri Borgho,74,27,17,66.006,Average Rated
Caio Nunson,74,27,17,66.006,Average Rated
Eltildo Correia,74,27,17,66.006,Average Rated
Claudiano Sobrino,74,27,17,66.006,Average Rated
Douglas Carvalheira,74,27,17,66.006,Average Rated
Edval Anton,74,27,17,66.006,Average Rated
Dani Rochelinhas,74,27,17,66.006,Average Rated
Meirelinson,74,27,17,66.006,Average Rated
Lino Essier,74,27,17,66.006,Average Rated
Gérson Damesio,74,27,17,66.006,Average Rated
Germano Cuba,74,27,17,66.006,Average Rated
Michael Dimeira,74,27,17,66.006,Average Rated
Kaimo Lima,74,27,17,66.006,Average Rated
Ailtio Coelho,74,27,17,66.006,Average Rated
Edercinho Sepa,74,27,17,66.006,Average Rated
Murilo Sancha,74,27,17,66.006,Average Rated
Elias Fontoira,74,27,17,66.006,Average Rated
Diegildo Ramos,74,27,17,66.006,Average Rated
José Mirazar,74,27,17,66.006,Average Rated
Roni Gameira,74,27,17,66.006,Average Rated
Nicholas Aldair,74,27,17,66.006,Average Rated
Benjamin Meseira,74,27,17,66.006,Average Rated
Gustavo Sauer,74,27,17,66.006,Average Rated
J. Worrall,74,27,17,66.006,Average Rated
F. Selemani,74,27,17,66.006,Average Rated
J. Mišić,74,27,17,66.006,Average Rated
I. Sissoko,74,27,17,66.006,Average Rated
J. Lucumí,74,27,17,66.006,Average Rated
E. Mor,74,27,17,66.006,Average Rated
A. Ounas,74,27,17,66.006,Average Rated
Iván Alejo,74,27,17,66.006,Average Rated
J. Elías,74,27,17,66.006,Average Rated
R. Nelson,74,27,17,66.006,Average Rated
F. Reese,74,27,17,66.006,Average Rated
Curro Sánchez,74,27,17,66.006,Average Rated
T. Henry,74,27,17,66.006,Average Rated
K. Kairinen,74,27,17,66.006,Average Rated
T. Asano,74,27,17,66.006,Average Rated
J. Stage,74,27,17,66.006,Average Rated
J. Pereyra,74,27,17,66.006,Average Rated
Aleñá,74,27,17,66.006,Average Rated
K. Mac Allister,74,27,17,66.006,Average Rated
B. Merlini,74,27,17,66.006,Average Rated
J. Sánchez,74,27,17,66.006,Average Rated
D. Okereke,74,27,17,66.006,Average Rated
B. Brereton Díaz,74,27,17,66.006,Average Rated
C. Cuesta,74,27,17,66.006,Average Rated
Mardial Cunha,74,27,17,66.006,Average Rated
H. Onyekuru,74,27,17,66.006,Average Rated
Dany Mota,74,27,17,66.006,Average Rated
C. Quintana,74,27,17,66.006,Average Rated
E. Karaca,74,27,17,66.006,Average Rated
L. Höler,74,27,17,66.006,Average Rated
João Talocha,74,27,17,66.006,Average Rated
Miguel Gutiérrez,74,27,17,66.006,Average Rated
M. Estève,74,27,17,66.006,Average Rated
T. Livramento,74,27,17,66.006,Average Rated
E. Bove,74,27,17,66.006,Average Rated
S. Beukema,74,27,17,66.006,Average Rated
Sergi Cardona,74,27,17,66.006,Average Rated
Z. Amdouni,74,27,17,66.006,Average Rated
M. Baturina,74,27,17,66.006,Average Rated
L. Colwill,74,27,17,66.006,Average Rated
R. Onyedika,74,27,17,66.006,Average Rated
A. Prass,74,27,17,66.006,Average Rated
I. Schranz,74,27,17,66.006,Average Rated
L. Abada,74,27,17,66.006,Average Rated
A. Sâyoud,74,27,17,66.006,Average Rated
C. Zafeiris,74,27,17,66.006,Average Rated
K. Asllani,74,27,17,66.006,Average Rated
J. Kiwior,74,27,17,66.006,Average Rated
A. Diouf,74,27,17,66.006,Average Rated
N. Cambiaghi,74,27,17,66.006,Average Rated
Tiago Gouveia,74,27,17,66.006,Average Rated
V. Jurečka,74,27,17,66.006,Average Rated
L. Sadílek,74,27,17,66.006,Average Rated
Gabriel Sara,74,27,17,66.006,Average Rated
Pablo Barrios,74,27,17,66.006,Average Rated
A. Sant'Anna,74,27,17,66.006,Average Rated
Jeffinho,74,27,17,66.006,Average Rated
N. Krstović,74,27,17,66.006,Average Rated
Miguel Crespo,75,28,16,66.006,Average Rated
A. Zorgane,75,28,16,66.006,Average Rated
Vinicius Souza,75,28,16,66.006,Average Rated
Copete,75,28,16,66.006,Average Rated
Filipe Relvas,75,28,16,66.006,Average Rated
Moleiro,75,28,16,66.006,Average Rated
A. Zakharyan,75,28,16,66.006,Average Rated
G. Scalvini,75,28,16,66.006,Average Rated
J. Bakayoko,75,28,16,66.006,Average Rated
Saúl Coco,75,28,16,66.006,Average Rated
Jutglà,75,28,16,66.006,Average Rated
Alejandro Garnacho,75,28,16,66.006,Average Rated
F. Baschirotto,75,28,16,66.006,Average Rated
G. Hernández,75,28,16,66.006,Average Rated
F. Miretti,75,28,16,66.006,Average Rated
A. Veliz,75,28,16,66.006,Average Rated
O. Diomande,75,28,16,66.006,Average Rated
F. Chaïbi,75,28,16,66.006,Average Rated
W. Zaïre-Emery,75,28,16,66.006,Average Rated
Lázaro,75,28,16,66.006,Average Rated
G. Orban,75,28,16,66.006,Average Rated
S. Sazonov,75,28,16,66.006,Average Rated
D. Samassékou,75,28,16,66.006,Average Rated
J. Bellegarde,75,28,16,66.006,Average Rated
D. Geiger,75,28,16,66.006,Average Rated
E. Sánchez,75,28,16,66.006,Average Rated
R. Yates,75,28,16,66.006,Average Rated
R. Sessegnon,75,28,16,66.006,Average Rated
Marc Roca,75,28,16,66.006,Average Rated
Elieser Baldeiro,75,28,16,66.006,Average Rated
Aarón,75,28,16,66.006,Average Rated
G. Maggiore,75,28,16,66.006,Average Rated
J. Mateta,75,28,16,66.006,Average Rated
A. Claude-Maurice,75,28,16,66.006,Average Rated
A. Ahmedhodžić,75,28,16,66.006,Average Rated
M. Ngadeu,75,28,16,66.006,Average Rated
E. Nketiah,75,28,16,66.006,Average Rated
R. Alvarado,75,28,16,66.006,Average Rated
K. Bare,75,28,16,66.006,Average Rated
M. Tavernier,75,28,16,66.006,Average Rated
D. Mihailovic,75,28,16,66.006,Average Rated
A. Maier,75,28,16,66.006,Average Rated
Mama Baldé,75,28,16,66.006,Average Rated
U. Antuna,75,28,16,66.006,Average Rated
C. Ejuke,75,28,16,66.006,Average Rated
M. Richter,75,28,16,66.006,Average Rated
E. Löwen,75,28,16,66.006,Average Rated
Marcão,75,28,16,66.006,Average Rated
K. Diatta,75,28,16,66.006,Average Rated
